mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_predict__metric,param_predict__n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0.00859687328338623,0.006032208673799308,0.03530838489532471,0.004998798937224141,manhattan,1,"{'predict__metric': 'manhattan', 'predict__n_neighbors': 1}",0.563049853372434,0.6565656565656564,0.6462499999999999,0.5793765334103045,0.5668749999999999,0.5299242879461604,0.5285714285714287,0.6257352941176471,0.6088630727059131,0.5801470588235293,0.5885358185513073,0.042497073670360944,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0035791397094726562,0.00023049772593312107,0.03788893222808838,0.005659333037586033,manhattan,4,"{'predict__metric': 'manhattan', 'predict__n_neighbors': 4}",0.6319648093841643,0.6272727272727272,0.674375,0.6104777024101601,0.594375,0.5720466290109363,0.5514285714285715,0.6264705882352941,0.6184571204803551,0.5669117647058822,0.6073779912928092,0.034887003182325745,16,0.6588332234673698,0.6680272108843538,0.6518031447825199,0.666128793533939,0.6654318970798447,0.6665577334892336,0.6724912392481683,0.6532543665930536,0.650953362284169,0.6605019072475407,0.6613982878610193,0.007121330672975342
0.0037079095840454102,0.0007179092099221316,0.04141271114349365,0.008347711508581547,manhattan,7,"{'predict__metric': 'manhattan', 'predict__n_neighbors': 7}",0.701466275659824,0.6808080808080808,0.7318749999999999,0.6137970847164093,0.638125,0.5655570243961063,0.5942857142857144,0.6808823529411765,0.6305312622373058,0.6080882352941176,0.6445416030338735,0.04977871229703807,1,0.6720748187211601,0.6879251700680272,0.6742781294670205,0.6832045226389353,0.691219113743108,0.6814969060787998,0.6907374960178402,0.6773218229271231,0.6665621099438319,0.6751575988757278,0.6799977688481573,0.007894472552585408
0.004852819442749024,0.0017279447364305248,0.04706194400787354,0.018047450984344703,manhattan,10,"{'predict__metric': 'manhattan', 'predict__n_neighbors': 10}",0.6592375366568914,0.6313131313131313,0.684375,0.5768509164381584,0.630625,0.5626126667467852,0.5600000000000002,0.6544117647058825,0.6047513379454379,0.5794117647058823,0.6143589118512169,0.041744016621602015,6,0.6230718523401451,0.6340136054421769,0.6220216459056565,0.638480076707251,0.6429160710639166,0.6409918283694839,0.6470372730168845,0.6300662517566754,0.6315041866028707,0.6375828146958442,0.6347685605900905,0.007810008274460404
0.004628682136535644,0.0012143338053978922,0.03988881111145019,0.009696050065002012,manhattan,13,"{'predict__metric': 'manhattan', 'predict__n_neighbors': 13}",0.6592375366568916,0.6363636363636362,0.7012499999999999,0.5860874585077211,0.6275000000000001,0.5877298401634419,0.5571428571428573,0.6830882352941177,0.6290954183526954,0.6014705882352941,0.6268965570716656,0.04305598175155589,3,0.6442155570204351,0.6520408163265307,0.6324484378190728,0.6583132770470281,0.6529671227282008,0.6488103840140835,0.6640012742911757,0.6447942180285083,0.6391980445184107,0.6556876129291307,0.6492476744722577,0.008896733779115765
0.0037678241729736327,0.0010057716523880229,0.03779215812683105,0.0059697349065423455,manhattan,16,"{'predict__metric': 'manhattan', 'predict__n_neighbors': 16}",0.6293255131964809,0.6313131313131314,0.6612499999999999,0.589046038389378,0.63375,0.5688619156351401,0.5457142857142858,0.6477941176470587,0.6321629030152721,0.5823529411764705,0.6121570846087219,0.035944169068955104,9,0.6156806196440342,0.6278911564625852,0.6098223402082907,0.6246701974310793,0.6248070247090055,0.623604122600733,0.6368509079324627,0.6235013049588436,0.618154514250052,0.6310540052198355,0.6236036193416922,0.007310050931081336
0.004806733131408692,0.004137072289129624,0.033616495132446286,0.0048412419137505314,manhattan,19,"{'predict__metric': 'manhattan', 'predict__n_neighbors': 19}",0.6351906158357771,0.6505050505050504,0.6674999999999999,0.5831288786260643,0.64375,0.5688619156351401,0.5771428571428572,0.6573529411764706,0.6184571204803551,0.5735294117647058,0.617541879116642,0.03645498327176912,5,0.6244973632168754,0.6290816326530614,0.62055135797427,0.630878529691884,0.629172963038595,0.6307460882588646,0.6371216948072635,0.6274884561333066,0.6207386363636364,0.6352298735193737,0.6285506595657131,0.0052111097142309454
0.0041304826736450195,0.0009318572901162853,0.05949575901031494,0.03998265551942422,manhattan,22,"{'predict__metric': 'manhattan', 'predict__n_neighbors': 22}",0.6384164222873899,0.631313131313131,0.6706249999999999,0.5860874585077211,0.646875,0.5688619156351401,0.58,0.6448529411764706,0.6108863072705912,0.563970588235294,0.6141888764425737,0.03552436267681392,7,0.6091133816743571,0.614965986394558,0.6091443741065959,0.6148951710468736,0.6100102103328569,0.6227288253609574,0.6215992354252948,0.6156073077695242,0.6106378068441856,0.6204657699257177,0.6149168068880921,0.0049632490198335795
0.010092401504516601,0.008762660780380453,0.057333064079284665,0.03020925645303195,manhattan,25,"{'predict__metric': 'manhattan', 'predict__n_neighbors': 25}",0.6351906158357771,0.6393939393939394,0.6706249999999999,0.589046038389378,0.6368749999999999,0.5720466290109363,0.5657142857142857,0.6477941176470587,0.6047513379454379,0.5794117647058823,0.6140848728642695,0.03458569136652856,8,0.616430454845089,0.6142857142857143,0.6119297529099448,0.6222827485906973,0.6145272615887277,0.6241411248472746,0.6257008601465437,0.615912467376029,0.617475166423965,0.6217948203172055,0.6184480371331191,0.004444685931510522
0.006033778190612793,0.004761039248939704,0.04802427291870117,0.028171602179018703,manhattan,28,"{'predict__metric': 'manhattan', 'predict__n_neighbors': 28}",0.6202346041055717,0.617171717171717,0.67375,0.589046038389378,0.626875,0.5720466290109363,0.5714285714285714,0.638235294117647,0.6108863072705912,0.5544117647058823,0.6074085926200296,0.03419533024779129,15,0.6054548450889914,0.6052721088435375,0.598488870737186,0.6143980540039641,0.6081274249540536,0.6154472719628993,0.6190665817139218,0.6082071873117849,0.6096041579987519,0.6164424814294319,0.6100508984044521,0.005958968918470069
