Training Percentage,Train Time,Test Time
0.1,0.006267000000000245,0.015390000000000015
0.2,0.012158000000000335,0.0375289999999997
0.30000000000000004,0.028021000000000296,0.037844999999999906
0.4,0.039764999999999606,0.036815000000000264
0.5,0.06289200000000017,0.0359919999999998
0.6,0.09641100000000025,0.03568599999999966
0.7000000000000001,0.11423300000000003,0.030041000000000206
0.8,0.157308,0.020786000000000193
0.9,0.22699800000000003,0.014981999999999829
