Training Percentage,Train Time,Test Time
0.1,0.003814999999999902,0.0008780000000001564
0.2,0.009310999999999847,0.0009190000000001142
0.30000000000000004,0.013209000000000248,0.0010189999999998811
0.4,0.019661999999999846,0.0008059999999998624
0.5,0.024493000000000098,0.0006409999999998917
0.6,0.02732599999999996,0.0006159999999999499
0.7000000000000001,0.035283000000000175,0.0007619999999999294
0.8,0.0428449999999998,0.0005229999999998292
0.9,0.050624,0.0003500000000000725
