mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_predict__class_weight,param_predict__criterion,param_predict__max_depth,param_predict__min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0.05617103576660156,0.017269628075386373,0.0018053531646728515,0.0013439490723494638,balanced,entropy,200,1,"{'predict__class_weight': 'balanced', 'predict__criterion': 'entropy', 'predict__max_depth': 200, 'predict__min_samples_leaf': 1}",0.6038123167155425,0.6747474747474748,0.6462499999999999,0.5786549285611199,0.5712499999999999,0.5707246725153228,0.6714285714285715,0.6367647058823529,0.6405821694295785,0.5661764705882353,0.61603913098682,0.04068426159859402,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.05071382522583008,0.0053759584723617505,0.002226090431213379,0.0020257223915869974,balanced,entropy,200,2,"{'predict__class_weight': 'balanced', 'predict__criterion': 'entropy', 'predict__max_depth': 200, 'predict__min_samples_leaf': 2}",0.6357771260997067,0.7020202020202019,0.6475,0.5882522730552749,0.5818749999999999,0.5769739214036774,0.6742857142857143,0.613970588235294,0.6176739329069313,0.5948529411764706,0.6233181699183271,0.03944126481136184,15,0.9777027027027028,0.979591836734694,0.9823728813559321,0.9791950886766712,0.9827118644067796,0.9827469553450608,0.9808219178082193,0.9825938566552902,0.9826766304347826,0.9795221843003414,0.9809935918420475,0.0017761375113616276
0.04922173023223877,0.0073914847409955135,0.001233386993408203,0.0005448545918329968,balanced,entropy,200,3,"{'predict__class_weight': 'balanced', 'predict__criterion': 'entropy', 'predict__max_depth': 200, 'predict__min_samples_leaf': 3}",0.6618768328445748,0.7323232323232323,0.684375,0.6008081974310867,0.60625,0.6144694147338062,0.6657142857142858,0.6757352941176472,0.6283122307792718,0.5801470588235293,0.6450011546767435,0.04439063539852596,9,0.949925840474621,0.9568027210884353,0.96,0.9540432186156657,0.9568756381458033,0.9563812945859664,0.9583625358394394,0.9583979120658503,0.9611000234033701,0.9514916683396908,0.9563380852558842,0.0033882846801193303
0.04522128105163574,0.006816055622189733,0.00391993522644043,0.004836772149658186,balanced,entropy,200,4,"{'predict__class_weight': 'balanced', 'predict__criterion': 'entropy', 'predict__max_depth': 200, 'predict__min_samples_leaf': 4}",0.7079178885630498,0.701010101010101,0.6293749999999999,0.5797373358348968,0.604375,0.6332171613988703,0.6742857142857143,0.6338235294117648,0.7089152852108079,0.6477941176470589,0.6520451133362264,0.04238817653504022,4,0.9313859591298617,0.9285714285714287,0.9349560955687155,0.9355855363072407,0.9321707167653664,0.9388704231643392,0.9393994902835299,0.932110018068661,0.9328632073018516,0.9314274242120056,0.9337340299373,0.0032669176696073477
0.04534411430358887,0.006045784355195687,0.0013155698776245116,0.0008061356481849055,balanced,entropy,200,5,"{'predict__class_weight': 'balanced', 'predict__criterion': 'entropy', 'predict__max_depth': 200, 'predict__min_samples_leaf': 5}",0.704692082111437,0.701010101010101,0.640625,0.570500793765334,0.6543749999999999,0.6395865881504627,0.7142857142857143,0.6102941176470588,0.7027803158856547,0.6455882352941176,0.658373794814988,0.04465655563347824,2,0.9078197099538564,0.9079931972789116,0.9148539922401469,0.9158504723416303,0.914886665305289,0.9099593389124636,0.9165418923223958,0.9153342702268621,0.9137683326399002,0.9157197349929733,0.913272760621443,0.0031860353528694128
0.04482421875,0.009822880684803326,0.004773402214050293,0.006186394258808578,balanced,entropy,500,1,"{'predict__class_weight': 'balanced', 'predict__criterion': 'entropy', 'predict__max_depth': 500, 'predict__min_samples_leaf': 1}",0.6258064516129033,0.6656565656565656,0.6493749999999999,0.6122817145331216,0.5775,0.5770940992669151,0.6971428571428572,0.6433823529411765,0.6467171387547318,0.5573529411764705,0.6252309121084741,0.04189326395256448,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.04532721042633057,0.008273257021883217,0.005573892593383789,0.0062462248774139495,balanced,entropy,500,2,"{'predict__class_weight': 'balanced', 'predict__criterion': 'entropy', 'predict__max_depth': 500, 'predict__min_samples_leaf': 2}",0.6384164222873899,0.7101010101010099,0.64375,0.5852936931736181,0.5656249999999999,0.5864078836678284,0.6914285714285716,0.6404411764705882,0.6313797154418483,0.5588235294117647,0.6251667001982619,0.04841075381452207,14,0.979391891891892,0.9799319727891157,0.9823728813559321,0.9791950886766712,0.983050847457627,0.9834235453315292,0.9815068493150686,0.9832764505119453,0.9833559782608696,0.9791808873720136,0.9814686392962664,0.0017621421271279902
0.04339709281921387,0.007053524401817021,0.0010952234268188476,0.00020551853140492779,balanced,entropy,500,3,"{'predict__class_weight': 'balanced', 'predict__criterion': 'entropy', 'predict__max_depth': 500, 'predict__min_samples_leaf': 3}",0.6607038123167155,0.7242424242424242,0.671875,0.6008081974310867,0.603125,0.6176541281096023,0.6657142857142858,0.6698529411764707,0.5963973371622504,0.5992647058823529,0.640963783203519,0.0412798264473952,11,0.9503955174686883,0.954421768707483,0.9577782315703492,0.9571127956961569,0.957214621196651,0.9573961795656686,0.9604173303599872,0.9563501304958844,0.9607603494903265,0.9497490463762297,0.9561595970927425,0.003504883982337328
0.045266222953796384,0.007538637817745767,0.002320075035095215,0.0028024083142337134,balanced,entropy,500,4,"{'predict__class_weight': 'balanced', 'predict__criterion': 'entropy', 'predict__max_depth': 500, 'predict__min_samples_leaf': 4}",0.7052785923753665,0.6929292929292928,0.6381249999999999,0.5948910376677731,0.604375,0.6332171613988703,0.6657142857142858,0.6308823529411764,0.7271243962929121,0.6330882352941176,0.6525625354613794,0.04149807493238488,3,0.9311799604482531,0.9270408163265306,0.9342781294670206,0.9359266004272954,0.9313048805391055,0.9376568309313293,0.9375517680790061,0.930592250552098,0.9325381604951114,0.9271792812688214,0.9325248678534572,0.003632284819327688
0.044745254516601565,0.007166662298891369,0.001480865478515625,0.0010708005912669727,balanced,entropy,500,5,"{'predict__class_weight': 'balanced', 'predict__criterion': 'entropy', 'predict__max_depth': 500, 'predict__min_samples_leaf': 5}",0.704692082111437,0.6949494949494949,0.610625,0.5797373358348968,0.631875,0.6490205504146137,0.7114285714285715,0.600735294117647,0.6753687508158205,0.6522058823529411,0.6510637962025423,0.043204157130653356,8,0.9081575477916941,0.9064625850340136,0.9155319583418419,0.9120987670210301,0.9159036144578312,0.9096210439192296,0.9168843580758204,0.9138165027102992,0.9122324864780528,0.9157197349929733,0.9126428598822784,0.003401822335286914
