Training Percentage,Train Time,Test Time
0.1,0.001411000000000051,0.013247999999999927
0.2,0.0013350000000000861,0.013183000000000167
0.30000000000000004,0.0007150000000000212,0.006501999999999786
0.4,0.0007559999999999789,0.004989000000000132
0.5,0.0006900000000000794,0.0045440000000001035
0.6,0.0007770000000002497,0.003803000000000001
0.7000000000000001,0.0007169999999998566,0.0037479999999998626
0.8,0.0008620000000001404,0.0025840000000001417
0.9,0.0007690000000000197,0.0013600000000000279
