mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_predict__metric,param_predict__n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0.001063084602355957,4.8692808414868495e-05,0.0023571252822875977,0.0002933870624233132,euclidean,1,"{'predict__metric': 'euclidean', 'predict__n_neighbors': 1}",0.9090909090909091,0.6818181818181818,0.9285714285714285,0.8035714285714289,0.723214285714286,0.8181818181818182,0.7727272727272727,0.9285714285714286,0.7589285714285716,0.829059829059829,0.8153735153735154,0.08128964290180014,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0011195659637451172,7.380815413087935e-05,0.0022660493850708008,0.00010189750395408388,euclidean,4,"{'predict__metric': 'euclidean', 'predict__n_neighbors': 4}",0.9090909090909091,0.5909090909090909,0.9666666666666668,0.8303571428571431,0.7946428571428574,0.8181818181818182,0.8636363636363636,0.892857142857143,0.8035714285714286,0.829059829059829,0.8298973248973249,0.09448238474248821,6,0.8611359570661897,0.8871869409660108,0.866111111111111,0.9125041717654913,0.8963177216598064,0.8823792486583184,0.873546511627907,0.8758482589832016,0.8603197838081297,0.8965017825311942,0.881185148817736,0.016227488844039063
0.0011440515518188477,0.00010779859491634037,0.002869105339050293,0.001660316440882244,euclidean,7,"{'predict__metric': 'euclidean', 'predict__n_neighbors': 7}",0.8636363636363636,0.8636363636363636,0.8238095238095237,0.7767857142857146,0.8303571428571431,0.7727272727272727,0.7727272727272727,0.9375,0.7946428571428571,0.9615384615384616,0.8397360972360972,0.06391727369612456,3,0.8753354203935599,0.8733228980322004,0.8605555555555554,0.8536544665702526,0.8705083991545223,0.8616949910554561,0.8558810375670842,0.8500389364779175,0.8541830874901476,0.8487076648841353,0.860388245718083,0.009179233130990404
0.0010957956314086915,2.7339958605670537e-05,0.002194380760192871,0.00011839874559861482,euclidean,10,"{'predict__metric': 'euclidean', 'predict__n_neighbors': 10}",0.9090909090909091,0.8636363636363636,0.8238095238095237,0.8303571428571431,0.7589285714285717,0.8181818181818182,0.7727272727272727,0.8660714285714286,0.6964285714285715,0.923076923076923,0.8262308524808524,0.06599994882192653,9,0.8629248658318427,0.8657200357781754,0.8355555555555554,0.8606074090555123,0.8662253865836023,0.8530858676207512,0.8530858676207513,0.8668928690621872,0.8602071838756897,0.8502673796791443,0.8574572420663211,0.009225842177876557
0.0010692119598388673,1.9132463349835892e-05,0.0022836923599243164,0.0001356077952082763,euclidean,13,"{'predict__metric': 'euclidean', 'predict__n_neighbors': 13}",0.9090909090909091,0.6818181818181818,0.8238095238095237,0.7767857142857146,0.6696428571428574,0.8636363636363636,0.7272727272727273,0.9017857142857143,0.6517857142857144,0.905982905982906,0.7911610611610612,0.09802260292117915,20,0.8336314847942756,0.8548747763864043,0.8383333333333332,0.8424185115140728,0.8579374791411725,0.8209973166368516,0.8199910554561717,0.8480364890421628,0.8514806891115866,0.8308823529411763,0.8398583488357207,0.012778807240342078
0.0010622262954711914,4.620783955529225e-05,0.0022130250930786134,0.00015655096396802507,euclidean,16,"{'predict__metric': 'euclidean', 'predict__n_neighbors': 16}",0.9090909090909091,0.7272727272727273,0.857142857142857,0.7410714285714289,0.6696428571428574,0.8636363636363636,0.7272727272727273,0.9375,0.7232142857142859,0.9615384615384616,0.8117382617382618,0.0998893866008768,15,0.8404516994633275,0.8548747763864043,0.8438888888888889,0.8487039715207475,0.8635554566692625,0.8336314847942755,0.8346377459749552,0.8430859939926577,0.8481589911046054,0.8381238859180035,0.8449112894713128,0.008802962746332047
0.0010463476181030273,4.586358627507061e-05,0.0025787115097045898,0.0009202461182986388,euclidean,19,"{'predict__metric': 'euclidean', 'predict__n_neighbors': 19}",0.9090909090909091,0.7272727272727273,0.857142857142857,0.7767857142857146,0.7053571428571432,0.8181818181818182,0.7727272727272727,0.9375,0.6875000000000001,0.9615384615384616,0.8153096903096904,0.09291891668771257,13,0.8123881932021466,0.8480545617173524,0.8322222222222223,0.8255645789298032,0.8354655690288131,0.831618962432916,0.8209973166368515,0.8136611413950384,0.8454565927260443,0.8073752228163992,0.8272804361107587,0.013107558069347533
0.0011262893676757812,0.00013069835988487578,0.0023709774017333985,0.00022500343855863265,euclidean,22,"{'predict__metric': 'euclidean', 'predict__n_neighbors': 22}",0.9090909090909091,0.7272727272727273,0.857142857142857,0.7410714285714289,0.7053571428571432,0.8181818181818182,0.7727272727272727,0.9375,0.6875000000000001,0.9615384615384616,0.8117382617382618,0.09499416957950382,15,0.8103756708407871,0.8432468694096602,0.8372222222222222,0.8417510290354876,0.8460340416064079,0.8268112701252236,0.8306127012522362,0.8087106463455336,0.8287355027586983,0.8350044563279857,0.8308504409924243,0.0122111528088937
0.0008987903594970704,0.00021737328837216583,0.0016507625579833985,0.0004341437196812125,euclidean,25,"{'predict__metric': 'euclidean', 'predict__n_neighbors': 25}",0.9545454545454546,0.7272727272727273,0.857142857142857,0.7410714285714289,0.7053571428571432,0.7727272727272727,0.7727272727272727,0.9375,0.6875000000000001,0.9615384615384616,0.8117382617382618,0.10130923785907747,15,0.8151833631484795,0.8422406082289803,0.8261111111111111,0.8298475915007231,0.8509845366559129,0.818984794275492,0.8131708407871198,0.7968072088107688,0.8246819051908569,0.812277183600713,0.8230289143310158,0.014790535570376226
0.000850844383239746,0.0002694372581847914,0.0016403436660766602,0.0003624179552812736,euclidean,28,"{'predict__metric': 'euclidean', 'predict__n_neighbors': 28}",0.9090909090909091,0.6818181818181818,0.8238095238095237,0.7053571428571432,0.7053571428571432,0.7727272727272727,0.7272727272727273,0.9375,0.6875000000000001,0.9615384615384616,0.7911971361971363,0.10356859134483726,19,0.8103756708407871,0.8326252236135956,0.81,0.8242296139726332,0.8460340416064079,0.8035554561717353,0.8237924865831843,0.7974746912893537,0.827384303569418,0.7967914438502673,0.8172262931497383,0.015349628560137319
