0,1,2,3,4,5,6,7,8,9
0.575,0.32499999999999996,0.7749999999999999,0.55,0.4166666666666667,0.75,0.4642857142857143,0.32499999999999996,0.55,0.22499999999999998
0.6428571428571429,0.7083333333333333,0.43750000000000006,0.43750000000000006,0.42857142857142855,0.6250000000000001,0.4222222222222221,0.7708333333333334,0.46666666666666656,0.32222222222222213
0.47222222222222227,0.9444444444444444,0.6931818181818182,0.47222222222222215,0.5277777777777777,0.5357142857142856,0.4318181818181818,0.3666666666666667,0.4318181818181818,0.28977272727272735
0.38076923076923097,0.43181818181818193,0.6190476190476188,0.5192307692307695,0.4772727272727274,0.6076923076923081,0.557692307692308,0.784090909090909,0.3939393939393938,0.7730769230769234
0.3923076923076923,0.7076923076923077,0.40643274853801165,0.5213903743315508,0.5714285714285714,0.553475935828877,0.5962566844919786,0.39285714285714285,0.3974358974358974,0.3641025641025641
0.8222222222222225,0.38333333333333336,0.7695652173913043,0.5111111111111111,0.4558823529411765,0.5297619047619048,0.4772727272727273,0.36111111111111116,0.6084558823529411,0.5777777777777781
0.7388888888888888,0.5722222222222221,0.5092307692307694,0.7521008403361344,0.6052631578947368,0.5148809523809526,0.7380952380952385,0.44444444444444436,0.7638888888888887,0.5
0.740909090909091,0.4405034324942792,0.39285714285714285,0.75,0.7136363636363636,0.4352941176470588,0.8677884615384616,0.37727272727272737,0.4090909090909091,0.40476190476190477
0.44746376811594213,0.5499999999999999,0.4058823529411766,0.8345454545454545,0.680253623188406,0.6293103448275862,0.6738721804511278,0.7032967032967034,0.6811594202898552,0.3804347826086958
0.46153846153846156,0.6153846153846154,0.346875,0.6730769230769231,0.8303571428571429,0.5661881977671451,0.391705069124424,0.5744047619047618,0.8444444444444444,0.6333333333333333
0.6133004926108375,0.512962962962963,0.7890025575447571,0.66564039408867,0.5918114143920596,0.5954545454545456,0.7064393939393939,0.35874999999999996,0.6666666666666666,0.5252463054187192
0.6869612068965518,0.6862745098039216,0.32882882882882886,0.689247311827957,0.603987068965517,0.48846153846153856,0.678649237472767,0.38798701298701294,0.8143939393939392,0.6885775862068967
0.7244239631336405,0.49207828518173347,0.7051282051282052,0.7878787878787878,0.6166666666666665,0.43429636533084814,0.7114661654135339,0.41666666666666674,0.786764705882353,0.5321691176470589
0.6885964912280699,0.6491228070175438,0.41626016260162607,0.7039682539682539,0.803656597774245,0.5532852564102564,0.686693548387097,0.4035087719298243,0.42380952380952364,0.5361111111111108
0.6178101178101177,0.6355400696864113,0.6235795454545457,0.6968121968121966,0.7930555555555556,0.5123326286116984,0.8136011275546158,0.41742160278745644,0.4605263157894737,0.8125000000000002
0.6125,0.6885606536769326,0.6035353535353536,0.7889305816135085,0.8007518796992482,0.7039641943734016,0.5326086956521741,0.4333752357008171,0.4375,0.7950974230043998
0.4467849223946785,0.6930555555555555,0.5316349384098547,0.4606430155210642,0.7887596899224806,0.49509803921568646,0.655328798185941,0.4652777777777778,0.44629014396456257,0.7828874024526198
0.4220682830282039,0.4802078179119247,0.59,0.7222222222222222,0.7569169960474308,0.6363636363636365,0.57,0.5633349826818406,0.4413656605640771,0.8154761904761906
0.77072192513369,0.6210106382978721,0.8027728085867621,0.6947648624667256,0.7994237588652481,0.6520146520146518,0.6417340521114108,0.7389086069210293,0.4500887311446316,0.7836452762923349
0.7333333333333333,0.5057142857142857,0.40681818181818175,0.7573529411764707,0.7069387755102041,0.7108050847457626,0.5431818181818182,0.5651020408163266,0.7669387755102041,0.7817883511074653
0.7797619047619047,0.8250092489826119,0.559163867114595,0.760482374768089,0.7403846153846154,0.7459510357815443,0.7267616191904047,0.4230769230769231,0.7759259259259259,0.7719851576994434
0.7863729508196721,0.46950808625336915,0.548639455782313,0.6217948717948718,0.6604377104377104,0.4943376801647221,0.6128756830601092,0.5518867924528299,0.7753549695740366,0.6855983772819473
0.7316997518610422,0.658397534668721,0.7759103641456583,0.7559322033898305,0.8268104776579351,0.6368916797488225,0.7953125,0.4685185185185186,0.7670893906588306,0.7416666666666667
0.722943722943723,0.8274769585253456,0.7523148148148149,0.7288135593220338,0.652073732718894,0.5875036581796899,0.7835081585081584,0.741647465437788,0.7764976958525347,0.6753246753246753
0.7651515151515151,0.8014588859416447,0.6840909090909092,0.842857142857143,0.682142857142857,0.45498652291105124,0.7967654986522911,0.7679045092838197,0.7838915470494419,0.7814992025518341
0.7435519528371408,0.780058651026393,0.7956349206349207,0.8390017127477368,0.844574780058651,0.4464508094645081,0.7565379825653797,0.7822402358142961,0.807843137254902,0.7592729059199212
0.7306466302367942,0.8015674693321219,0.7481735159817352,0.5952380952380952,0.7148190045248868,0.6742528735632182,0.826781609195402,0.7817622950819673,0.799408014571949,0.7634920634920636
0.752252252252252,0.8082264957264956,0.7784728213977566,0.7497859589041096,0.7010660980810235,0.8051069402007858,0.7489177489177488,0.762521404109589,0.8042685542685541,0.7635683760683761
0.8056716417910448,0.7939189189189189,0.4104882459312839,0.8398009950248756,0.6619718309859155,0.6642276422764228,0.7383966244725738,0.7847774244833068,0.8237179487179487,0.7024875621890547
0.8096612062546539,0.819119286510591,0.7851782363977485,0.7468495181616013,0.8004077094143813,0.6733396584440229,0.7359708193041525,0.7785714285714286,0.8159474671669794,0.6932913269088214
0.7371080139372822,0.8115110415579899,0.7874649859943978,0.7733657014045431,0.6713419913419914,0.8021220159151196,0.7695128339444735,0.7979166666666666,0.7715539947322213,0.7786544130397087
0.7826843413421706,0.8104472685261594,0.7820598006644519,0.5577777777777777,0.7875226039783001,0.6430488009391245,0.5666112956810632,0.574404761904762,0.7750668449197861,0.7874236672718271
0.6738894066480273,0.717906976744186,0.4521590556073315,0.8383126934984519,0.788425925925926,0.7807971014492754,0.617216687422167,0.48263565891472865,0.8236263736263735,0.7026250388319353
0.6845029239766083,0.7133040935672517,0.735663213191303,0.7477746972128991,0.6626453488372095,0.7955516276329357,0.5931868131868131,0.7767401138187654,0.8250591016548463,0.7820175438596493
0.6871381306865179,0.6556369162752141,0.76657952669235,0.8419753086419752,0.7919753086419753,0.7641666666666665,0.6208206686930092,0.7711199779856908,0.8223684210526315,0.6559139784946236
0.7751845991561179,0.7101973684210527,0.6555921052631577,0.8120902176763704,0.7020691461498169,0.7931354359925787,0.7803929324894513,0.7109929078014187,0.8307050092764379,0.7763157894736842
0.7649328023892483,0.7121212121212123,0.7222084213141226,0.6919642857142858,0.7901785714285713,0.7985963153277352,0.8026381284221006,0.7342566140852068,0.7481146304675715,0.7763631846975532
0.6778642149929279,0.7000944956295773,0.7459535538353271,0.8308116349988272,0.6643209007741027,0.754016064257028,0.8185407826496935,0.7631949331456721,0.8124556002841582,0.7929411764705881
