Training Percentage,Train Time,Test Time
0.1,0.00812500000000016,0.0007530000000000037
0.2,0.00835000000000008,0.0007709999999998551
0.30000000000000004,0.012268000000000168,0.001214999999999744
0.4,0.01664399999999988,0.0012560000000001459
0.5,0.010413999999999923,0.0006759999999998989
0.6,0.01151599999999986,0.001100000000000101
0.7000000000000001,0.013246999999999787,0.0006140000000001145
0.8,0.012395999999999852,0.00062400000000018
0.9,0.014574000000000087,0.0006690000000002527
