Training Percentage,Train Time,Test Time
0.1,0.09147700000000025,0.01904099999999964
0.2,0.19617400000000007,0.016659000000000646
0.30000000000000004,0.28331399999999984,0.010942000000000007
0.4,0.4985980000000003,0.011238999999999777
0.5,0.9085209999999995,0.010285000000000544
0.6,0.7689490000000001,0.008281999999999456
0.7000000000000001,0.592632,0.004489999999999661
0.8,0.675497,0.004100000000001103
0.9,0.5919720000000002,0.0020129999999998205
